project,process,hazard name,product condition,gowning,sterilization,execution pace,batch recoverability,proximity,tactility,allowed movement speed,barrier,critical surfaces,interaction,visibility,distance to object,size,weight,handling
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 10,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,3,usage of sterile tool,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 10,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,4,using isolator/rabs gloves,high,near - with obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 10,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,4,usage of sterile tool,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 10,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,high,near - with obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 10,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 10 protection on isolator components,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,1,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,high,near - with obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 2,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 2 protection on isolator components,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 3,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,high,near - with obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 3,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 3 protection on isolator components,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 4,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,high,near - with obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 4,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 4 protection on isolator components,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 5,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,high,near - with obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 5,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 5 protection on isolator components,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 6,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,high,near - with obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 6,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 6 protection on isolator components,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 7,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,high,near - with obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 7,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 7 protection on isolator components,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,4,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 8,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,4,using isolator/rabs gloves,high,near - with obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 8,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,4,usage of sterile tool,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 8,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,high,near - with obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 8,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 8 protection on isolator components,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,3,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 9,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,3,using isolator/rabs gloves,high,near - with obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 9,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,3,usage of sterile tool,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 9,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,4,using isolator/rabs gloves,high,near - with obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 9,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,4,usage of sterile tool,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 9,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,high,near - with obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 9,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a misplaces filling needle 9 protection on isolator components,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,2,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a omits to check color coding,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator a omits to check color coding,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,1,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator a omits to check color coding,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,2,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator a omits to check color coding,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,3,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator a omits to check color coding,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,4,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator a omits to check color coding,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator a omits to inspect isolator glove,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a omits to place forceps packaging on isolator floor,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - with obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator a opens forceps packaging on wrong side,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator a overreaches filling needle 10,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a overreaches filling needle 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a overreaches filling needle 3,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a overreaches filling needle 4,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a overreaches filling needle 5,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a overreaches filling needle 6,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a overreaches filling needle 7,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a overreaches filling needle 8,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a overreaches filling needle 9,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a punctures isolator glove,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a tears isolator glove,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,high,near - no obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 1,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 10,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,1,using isolator/rabs gloves,high,near - no obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 10,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,1,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 10,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,1,using isolator/rabs gloves,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,high,near - no obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 2,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 3,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,high,near - no obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 3,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 3,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 4,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,high,near - no obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 4,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 4,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 5,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,high,near - no obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 5,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 5,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 6,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,high,near - no obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 6,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 6,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,using isolator/rabs gloves,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 7,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,4,using isolator/rabs gloves,high,near - no obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 7,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,4,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 7,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,4,using isolator/rabs gloves,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 8,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,3,using isolator/rabs gloves,high,near - no obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 8,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,3,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 8,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,3,using isolator/rabs gloves,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 9,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,2,using isolator/rabs gloves,high,near - no obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 9,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,2,using isolator/rabs gloves,medium,near - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches filling needle 9,not applicable,grade c gowning,not applicable,slow,no risk of losing product,far,isolator / rabs gloves,slow,isolator,2,using isolator/rabs gloves,medium,far - with obstacles,5-30 cm,less than 200 g,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches forceps tip,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - no obstacles,5-30 cm,200 g-1 kg,moderate
Mannheim Ops4,installation filling needles in ops4,operator a touches forceps tip,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator a touches forceps tip,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - with obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator a touches inner surface of isolator,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator a touches inside of isolator door,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b bumps into isolator components with forceps,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,5+,usage of sterile tool,medium,far - with obstacles,31-50 cm,200 g-1 kg,moderate
Mannheim Ops4,installation filling needles in ops4,operator b bumps into isolator door with packaged forceps,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator b bumps into needle holder with forceps,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b bumps into needle holder with forceps,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b bumps into plunger sensor with forceps,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator b bumps into plunger track lanes with forceps,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling manifold bag,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,medium,near - with obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 1,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 10,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 10,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 2,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 3,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,far - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 3,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 4,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 4,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 4,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 5,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 5,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 5,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,far - no obstacles,31-50 cm,200 g-1 kg,easy
Mannheim Ops4,installation filling needles in ops4,operator b damages filling needle 6,not applicable,grade c gowning,not applicable,regular,no risk of losing product,far,isolator / rabs gloves,slow,isolator,0,not applicable,high,near - no obstacles,5-30 cm,less than 200 g,easy
